gen,model,alpha,beta,pWeight,dist1
20,m1,1.1377098375634,0.822404117017655,0.000628547896584833,0.00259750773416864
20,m1,1.52991540559113,0.61617892193012,0.00045792850503609,0.00958177245947941
20,m1,0.857543621898513,0.878036142402522,0.00102659740429837,0.00432290466166455
20,m1,1.23508888541336,0.761987632779063,0.00054448191114318,0.010540080573431
20,m1,1.52862898876277,0.511544890517911,0.000387877744038151,0.00110032487424614
20,m1,1.59694657434506,0.54886141711013,0.000443820887562094,0.00954997226459556
20,m1,1.72993984800128,0.352852976544328,0.000682972632322764,0.0105932020798917
20,m1,1.43842127133775,0.555841599141238,0.000376096137389634,0.00216645085772111
20,m1,1.4885439503193,0.488871653533707,0.000383126016743519,0.00371870149037047
20,m1,1.45040841127101,0.66679000866037,0.000475557154167686,0.0102830377859952
20,m1,1.59472644484186,0.438994196347024,0.000437036357146407,0.00677300831850991
20,m1,1.65722278315693,0.407050807010634,0.000507577183128943,0.000948193281823954
20,m1,1.07129276436994,0.939549931887673,0.000906511449378436,0.0017232211558853
20,m1,1.78608059499507,0.413846686765379,0.000704863943973846,0.00149916523444738
20,m1,1.36257137668256,0.459870424042781,0.000443612602371779,0.00989133512986897
20,m1,0.99049148746408,0.829504841361856,0.000722028694365685,0.00687437349041099
20,m1,1.37734724614924,0.492908660196269,0.000403290771699517,0.00236131359599183
20,m1,1.38096707853085,0.590415727341658,0.000386637848263374,0.00351415022901379
20,m1,1.46517571178784,0.601557696288455,0.000404125061416043,0.000688924868475458
20,m1,1.44428324275114,0.535747991950035,0.000374071230503163,0.00777640486054721
20,m1,1.5940753366779,0.481556660470502,0.000420115401196004,0.0105409851421821
20,m1,1.02835759073991,0.92392365144498,0.000849938074671343,0.00375461904231197
20,m1,1.46292496134376,0.554431411429003,0.000378360552021948,0.00718242127640199
20,m1,1.08312267265727,0.743235875511211,0.000590205197549678,0.0103974608502236
20,m1,1.30227346403137,0.54267494990789,0.000419048465018827,0.00173942657207525
20,m1,1.20914994118889,0.652493550001687,0.000468967111139355,0.00729680764431998
20,m1,1.64290959931105,0.407868943341721,0.000494728028835109,0.0056863420640952
20,m1,1.4207675650149,0.668469243658065,0.000460967662172252,0.00710345044564792
20,m1,1.56690363796416,0.411150626488952,0.000451792138923727,0.00685185045989044
20,m1,1.65289868264837,0.413622587906779,0.000497136107856301,0.00722400256518244
20,m1,1.61433654604418,0.453936475566464,0.000440490330894851,0.00687141973480468
20,m1,1.51957643384013,0.496936601208711,0.000386083910328228,0.00490685196840545
20,m1,1.22986955440248,0.770669941302538,0.000556806741920666,0.00125608444972779
20,m1,1.5736002151076,0.48885559451348,0.000407694127035923,0.00385407092294823
20,m1,1.87935571029759,0.209926296730387,0.00227762316041837,0.00788425218304381
20,m1,1.25209876949461,0.579632178537585,0.000442655781283106,0.00209690884736256
20,m1,1.12713966343149,0.717164915687529,0.000544570685934703,0.000401599988852647
20,m1,1.32688889248446,0.715995036050747,0.000495331638305273,0.00663725847586976
20,m1,1.61201392312579,0.407172677368935,0.00047493449246315,0.00982348212172405
20,m1,1.48186695921979,0.55722353047954,0.000383285261611513,0.00309161433567308
20,m1,1.48824912117318,0.504153734630205,0.00037917036788189,0.00506466633682026
20,m1,1.39607710681827,0.512550937910753,0.000385339446453938,0.00793548119051923
20,m1,1.46492933838988,0.511494535791895,0.000376245969230706,0.00438636090966583
20,m1,1.84536990633187,0.454939938626858,0.000889930837463886,0.00744431271557889
20,m1,1.59352055440739,0.389524636198712,0.000489553710211512,0.00678474324658794
20,m1,1.1321208824079,0.725170002321383,0.000542893837522239,0.0105069335831684
20,m1,1.19713764724202,0.728311952825299,0.000510340620689528,0.00568623714438079
20,m1,1.38162801196139,0.571468815612408,0.000381913694091349,0.0074227741075566
20,m1,1.16408185050982,0.726295377787923,0.000522984261256789,0.0021829228962303
20,m1,1.7611195909488,0.452360209792346,0.000634959627657176,0.00127643444282101
20,m1,1.64877856059895,0.499762088627513,0.000468170564020684,0.00394138380097319
20,m1,1.6338641356817,0.414599636270685,0.000481036259111857,0.00393875885259188
20,m1,1.2256732623912,0.794301387532107,0.000596129247376598,0.00592516517249271
20,m1,1.68097673562161,0.417115470176306,0.000521825115616624,0.000363399679883348
20,m1,1.27072350351962,0.660199479516656,0.000440616349422162,0.00179688497746502
20,m1,1.40174990205254,0.577527948571345,0.00038125604724272,0.00245284352394129
20,m1,1.08003385997449,0.89507488586193,0.000769312711974721,0.00462064749463704
20,m1,1.72497854183524,0.352625543135518,0.0006756524771959,0.00524302946543766
20,m1,1.10796619381386,0.824317058528544,0.00063475346310845,0.00505817693330876
20,m1,1.44454123865228,0.575503247908609,0.000382885318878314,0.00375698236367661
20,m1,1.62779974592871,0.391306886390791,0.00050454481065317,0.0104280216320275
20,m1,1.52360363423782,0.4373499716369,0.000417016265827216,0.00112837774400305
20,m1,1.49886093104815,0.369343977463276,0.000522587517997298,0.00508062682418156
20,m1,1.39112556259985,0.518429275711014,0.000384673736424683,0.00227353893941224
20,m1,1.61015188235635,0.364611190351528,0.000540506243633168,0.00636755391634453
20,m1,1.36822113023019,0.592188933946447,0.000388672954895878,0.00618925715229042
20,m1,1.28651593993339,0.663718924012159,0.000438512867432461,0.00641272614848121
20,m1,1.57545599755694,0.436893512484123,0.000429872356418372,0.00695239898901232
20,m1,1.72182055482067,0.389406859767442,0.000604819512160068,0.00254857878099326
20,m1,1.46068311454278,0.446939229399648,0.000411803583215891,0.000221275658002003
20,m1,1.58285278084418,0.455399085021123,0.000421671604004918,0.00869969019558066
20,m1,1.58327950156015,0.334359719986854,0.000606778607992625,0.00369438815545828
20,m1,1.58822281035295,0.490266260539376,0.000415909395265631,0.00974859665200395
20,m1,1.24235967677648,0.66155214352369,0.000452216731640252,0.00366830925960611
20,m1,1.58553192534245,0.535051110882836,0.000425300281313565,0.00990263307284104
20,m1,1.56054334440278,0.564293485607492,0.000425873642658151,0.00113082980282529
20,m1,1.5239237808029,0.330461552111423,0.000623371129287484,0.00634423925038748
20,m1,1.14469591180822,0.899240529588192,0.000810787187025869,0.00632595128853367
20,m1,1.57229378374929,0.484290456849145,0.000407554550719542,0.00353657513593144
20,m1,1.29927331491631,0.492281726737056,0.000460956144975652,0.00960970900187513
20,m1,1.77776716383105,0.394335227639846,0.000703567818902913,0.00118124217330495
20,m1,1.16639330592216,0.748628259259393,0.000537372836438995,0.00162660486254575
20,m1,1.17982232294761,0.691294381246066,0.000497984904550387,0.00550902197861764
20,m1,1.31695990507507,0.567130975855841,0.000402833310511018,0.00403115024262954
20,m1,1.69511794895003,0.267838624608246,0.000968099062511133,0.00766169364010969
20,m1,1.37390603290596,0.599174466776501,0.000390476496755412,0.0051006475306697
20,m1,1.478667618308,0.602331628556403,0.000410193444764762,0.000440749533354097
20,m1,1.61714082708748,0.455283397103426,0.000441875190171181,0.00953151349526796
20,m1,1.19098385167291,0.674965662493408,0.000485851060959686,0.00626173278663219
20,m1,1.47915471878105,0.568624983824452,0.000387427927059261,0.00224367842844338
20,m1,1.22269358821565,0.588297047235694,0.000466137910452017,0.00408926932893528
20,m1,1.31155571454274,0.629445554659289,0.000413880578291518,0.0105853323843972
20,m1,1.37156027198927,0.64165126590968,0.000416502098119123,0.00479076624595782
20,m1,1.37341919837714,0.510535756574746,0.000394542868344511,0.00854665501420243
20,m1,1.76411051553405,0.275898342363184,0.00104889215266898,0.00338406192348499
20,m1,1.27979627700978,0.605837322731299,0.000420450162189305,0.00940603840101707
20,m1,1.55346410601814,0.458957234556422,0.000408172266853921,0.0102715955850064
20,m1,1.64156937126032,0.461733272518869,0.000459287994609087,0.00599906728141229
20,m1,1.66485932956599,0.447237808245313,0.000486248038831265,0.00999911968575143
20,m1,1.36041026206192,0.568381085730925,0.000386144326426355,0.00607239212751431
20,m1,1.59181278394488,0.478324230570432,0.000419172708786777,0.00229834357984601
20,m1,1.52000538072148,0.380948738541284,0.00049386789289313,0.00529150234202041
20,m1,1.79440378552671,0.413464005989809,0.000726286606417314,0.00418345294361428
20,m1,1.49766569137189,0.529651729181142,0.000380336218482011,0.00569349537051993
20,m1,1.30918382842875,0.703041324744007,0.000473853880529916,0.00318438975107758
20,m1,1.35581833949302,0.437695109526424,0.000481052607579976,0.0105621241455044
20,m1,1.28489174842305,0.522056271586749,0.000446218294641327,0.00183345725671304
20,m1,0.981940724272664,0.815373301493835,0.00072701414797178,0.00342430547602953
20,m1,1.48263923935174,0.537693771404779,0.000378209721812514,0.0022583319915029
20,m1,0.951876078184832,0.978050088067329,0.00109350669324648,0.000550062898237003
20,m1,1.55264918732878,0.467404973383159,0.000404012281046058,0.00986044600426327
20,m1,1.38512957136318,0.661847602174117,0.000438875732177174,0.00488068807520099
20,m1,1.44063966644757,0.475128815930153,0.000393316139766058,0.00355063465327101
20,m1,1.67322802003756,0.363590033429193,0.000587491765676859,0.0104739173713632
20,m1,1.54687400547954,0.500724655976982,0.00039466411549007,0.00447977667273804
20,m1,1.0274388260628,0.983610664890985,0.00109351909565422,0.0073524107662858
20,m1,1.52465415799601,0.559903777752673,0.000400773038447347,0.00113408119124467
20,m1,1.37762674885415,0.564271050059984,0.000381841301740376,0.000289925560813843
20,m1,1.66688608417925,0.450373366626373,0.000487276558518483,0.00689186731538744
20,m1,1.51882964392312,0.432414177355723,0.000421252456254536,0.00279647117002733
20,m1,1.70813632876123,0.351814758479826,0.00065314022853694,0.000967539758635177
20,m1,1.57909433168676,0.381162726265428,0.000498237689030556,0.00427355231021886
20,m1,1.311764135965,0.605557796397035,0.000406217318717626,0.00814349733498851
20,m1,0.87849363222328,0.950554537714627,0.00111012816024526,0.0104541892684193
20,m1,1.27551839831416,0.712868114499523,0.000483328109442002,0.00623902214879054
20,m1,1.38533153412208,0.519186677315788,0.000386259089424448,0.007053722255413
20,m1,1.57248923647459,0.363097164945911,0.000531656230489246,0.00989719028302171
20,m1,1.27814410913388,0.731117067421638,0.000506402390945144,0.00481783092359798
20,m1,1.21559194924361,0.518286666978158,0.000536136829601672,0.00931111572911412
20,m1,1.765540749296,0.506188480073677,0.000678362999539738,0.00922386012571998
20,m1,1.80353614993125,0.335922923127763,0.000888924197609884,0.00957072790334258
20,m1,1.50527986571112,0.58920595587443,0.000411643066609274,0.000714789907275574
20,m1,1.3163504957099,0.528323854290646,0.000416716093237596,0.00478082197540829
20,m1,1.3895300431721,0.460511912424375,0.00042535147886981,0.00177955746363811
20,m1,1.40903166150702,0.516050992646905,0.000380686827465461,0.00163764514151554
20,m1,1.42654220523258,0.650850749595951,0.000439689283014562,0.00208496742231373
20,m1,0.961741266693289,0.856839384313246,0.000780873702550421,0.00196186487221562
20,m1,1.44984330131083,0.584118393927437,0.0003880171130935,0.0100952995093864
20,m1,1.76520928046489,0.379128930840434,0.000697144682707657,0.00829778903111621
20,m1,1.27786113250302,0.686215475078326,0.000456910409234666,0.0107123910760585
20,m1,1.40734839699034,0.515978624265199,0.000381096947186516,0.0107834425244682
20,m1,1.31703833358946,0.480378927387889,0.000457333519794675,0.00248826103495558
20,m1,1.59152082413221,0.413411299945856,0.000457905480837822,0.00449917127414636
20,m1,1.61641538819558,0.361739968399519,0.000549437306806686,0.0106968339241831
20,m1,1.24688060702657,0.554686641359717,0.000459624086388009,0.0106505207787114
20,m1,1.5260627196969,0.632988504981168,0.000479870506149634,0.00654429082286045
20,m1,1.2317901895907,0.663240521941965,0.000457980496553408,0.0108459583331333
20,m1,1.6069716528,0.388820066089654,0.000496497821518237,0.00906819725335317
20,m1,1.22798108617271,0.623744638958364,0.000453740839743309,0.000800433598305564
20,m1,1.56549735802015,0.473089313898936,0.000406911922599169,0.00928641412822154
20,m1,1.33527427265771,0.629212789976593,0.000409024167590276,0.00144753306811523
20,m1,1.45594102905027,0.525676900756835,0.000374458965514475,0.0019154929774147
20,m1,1.36728691161368,0.563650751439989,0.00038418186735739,0.00446383671000713
20,m1,1.39361482056419,0.580800553593343,0.000382638398846189,0.00106974363076675
20,m1,1.45045694074911,0.460536171874757,0.000401943170108545,0.00750123478446423
20,m1,1.39143740523941,0.686185266176207,0.000473765327607397,0.00977508650702165
20,m1,1.49872164417077,0.438558500460209,0.000415129518933333,0.00775340876045113
20,m1,1.59125646954249,0.441993256216733,0.000433303158503666,0.00186617822959463
20,m1,1.4072672260186,0.56643831136177,0.000378297769825554,0.00774815650140514
20,m1,0.978013333199407,0.764574106089158,0.000737695726390171,0.00903128442793743
20,m1,1.35402242498782,0.577356286218671,0.000388526446239143,0.0016468466603223
20,m1,1.25760993190357,0.652189613353964,0.000441726630905908,0.00580520460955512
20,m1,1.24654040974195,0.633661791522197,0.000442116879499878,0.00335272500182777
20,m1,1.4905283481962,0.499968250105741,0.000380239976673331,0.0100174009763012
20,m1,1.77092745495619,0.463573140382628,0.000659434119248192,0.0048149264595995
20,m1,1.33176503398201,0.576283162339605,0.000395680214347812,0.00675473418223812
20,m1,1.47357065081905,0.451430477916825,0.000405573449296294,0.00565170789271214
20,m1,1.74914622207732,0.407326108664853,0.000630533841490709,0.00465387418458202
20,m1,1.1897386730487,0.615234334959319,0.000489813575000008,0.00578281275781494
20,m1,1.54380404037376,0.483623273186745,0.000395799181218895,0.00929635098597902
20,m1,1.18678924001294,0.780430426851421,0.000567489194429367,0.00426804119911649
20,m1,0.951144026729091,0.813517268627676,0.000777885622140367,0.00703273585914284
20,m1,1.41144790767825,0.620438860447296,0.000404619376519563,0.0103404191837688
20,m1,1.17210637840488,0.674900586488513,0.000499930849983135,0.00187091102819467
20,m1,1.62937100121478,0.393513777977909,0.000502497204617487,0.0012363178485546
20,m1,1.44762109489807,0.516161815604491,0.000375554447137755,0.00240584020542616
20,m1,1.05950025478598,0.719344007206829,0.000619614674494751,0.00772577909628178
20,m1,1.79912952923965,0.360653828460512,0.000812228868443922,0.00128397846194661
20,m1,1.6973369900883,0.409032781940724,0.000548557794878044,0.00877074367970959
20,m1,1.39173580706998,0.633217686742143,0.000411775936983419,0.00340299624150074
20,m1,1.54862390512078,0.51821398227869,0.000396732694126531,0.0108125917524068
20,m1,1.63751401165131,0.449160427935331,0.000459932273224168,0.00852033823371251
20,m1,1.27976886235989,0.592994857262743,0.00042045261541245,0.00601190901629885
20,m1,1.42407629180673,0.439528600979292,0.000431900338904847,0.0043101434894407
20,m1,1.43281181419511,0.554835914960616,0.000375705434516952,0.00195306564580781
20,m1,1.27450745247605,0.579119878922674,0.000425787830530664,0.010806950680774
20,m1,1.29094661365978,0.626687447243683,0.000419340965713377,0.00387388443725852
20,m1,1.51898272549418,0.424706311809816,0.000429229493497587,0.0044065080097898
20,m1,1.12222943075241,0.837316792828532,0.000652746601197279,0.00515434291865161
20,m1,1.2345448156024,0.585431524226104,0.000455957138023291,0.00397839716539815
20,m1,1.43239982884424,0.531713778403852,0.000374465506189962,0.000858178006674624
20,m1,1.50017672487376,0.442606654134336,0.0004113814773036,0.00377912575302923
20,m1,1.62337021196123,0.481008628884546,0.000441237763159721,0.000511343537817554
20,m1,1.13626417833077,0.616199355360169,0.000558738256038382,0.0107874562503127
20,m1,1.32812599560142,0.570321309628019,0.000397332486972528,0.00583215220349942
20,m1,1.49337326929917,0.51856820462686,0.000378690789927275,0.00431973901397696
20,m1,1.1215319906954,0.763489358586059,0.000569123052000901,0.00671487412197586
20,m1,1.12938812198401,0.555161133138784,0.000646169831490255,0.00289419951886115
20,m1,0.983776611630584,0.84514341768089,0.000741589381570183,0.00682487286647246
20,m1,1.15416739922825,0.821055459335834,0.000627063488521049,0.00977708716740351
20,m1,1.55918907430291,0.451436243325023,0.00041420954055761,0.0059480074418618
20,m1,1.44446990474477,0.53419249226608,0.000374057972059422,0.00167737966691745
20,m1,1.55710327473819,0.479058339677891,0.000401798300448871,0.00902195037105452
20,m1,1.41330996453719,0.511939488248361,0.000381057655102922,0.00712514806098991
20,m1,1.03558919917192,0.725372393550564,0.00065357487258002,0.00698764559786815
20,m1,1.31906535656339,0.615384334310648,0.000406489161230622,0.00202616614643169
20,m1,1.38463257398598,0.678947494765042,0.000460410807455766,0.00817320456772073
20,m1,1.21793498190474,0.697674035921085,0.000481146848759244,0.00865620265355149
20,m1,1.02071685843197,0.817726820638665,0.000680533094581042,0.00176326684029285
20,m1,1.53383600980918,0.5085543862322,0.000389628794047158,0.00208664752991197
20,m1,0.894995131155594,0.91692248047123,0.000982874451903121,0.0108092235729109
20,m1,1.32734667951966,0.547791840395825,0.000401787909317151,0.00106176742905003
20,m1,1.21084879036835,0.76720432175391,0.000549856132186278,0.00388002993418739
20,m1,1.35551122650708,0.717241658420297,0.000508516780827201,0.00463667074461613
20,m1,1.01748387757954,0.803078175145967,0.000676380703523982,0.00436539716003614
20,m1,1.34757677171009,0.568471712585558,0.00039002142581893,0.00541048508517606
20,m1,1.18677780900812,0.711802765495746,0.0005032033839248,0.00134550033944506
20,m1,1.51429691364026,0.566935985839132,0.000399908010875649,0.00016513620149941
20,m1,1.33316122000019,0.659035211388282,0.000429679220156859,0.00767812223563653
20,m1,1.23712192007524,0.763405240268323,0.000546888996463156,0.00281394678447285
20,m1,1.45471160099631,0.442351000282115,0.000417825058914576,0.00966248901363255
20,m1,1.25661161389594,0.612479989977367,0.000434136698635418,0.00878171577793108
20,m1,1.53614986154127,0.445383594513456,0.000412265176792481,0.00772778857363297
20,m1,1.36894515639823,0.498605372191119,0.000403585025608127,0.00570027098507259
20,m1,1.64207441239632,0.496967271091287,0.000460262645050482,0.00352585574927821
20,m1,1.23597346179816,0.634683763640897,0.000448697114155029,0.0106663384437602
20,m1,1.51107746460214,0.523775201345471,0.000383218472108286,0.00256603683771652
20,m1,1.49107583216574,0.530065663155697,0.000378876935199569,0.00961874608670334
20,m1,1.17617719943825,0.832408365620976,0.00065322832400631,0.00790462374112661
20,m1,1.60536644354255,0.487551229987321,0.000427335318757966,0.00585427913194107
20,m1,1.4943309136125,0.478076986697935,0.000387787346439196,0.0103175452740981
20,m1,1.48402598218612,0.558482432409559,0.000384354207916598,0.0100940625202145
20,m1,1.49123373197596,0.544736362044807,0.000381738600083325,0.00042385766131454
20,m1,1.43469748269776,0.403149608788109,0.000481762583634037,0.00120133305120409
20,m1,1.0734966663134,0.845146466813915,0.000673270638436813,0.00518869886505132
20,m1,1.19646318871613,0.769955616619266,0.000553512105843256,0.00674220456892222
20,m1,1.54551264459581,0.346412964761113,0.000570682500081578,0.00418383491026311
20,m1,1.26685361005201,0.53947443038785,0.000450121136245464,0.00015209791196097
20,m1,0.944766052052024,0.837308438228276,0.000795091996788989,0.00752782241520238
20,m1,1.44874255952767,0.471538534615167,0.000394104892535789,0.00943017851251659
20,m1,1.24497905822101,0.625510560159209,0.000442079454963158,0.00553132034130422
20,m1,1.3993092203105,0.684642487128126,0.000475049044307744,0.00548248020919468
20,m1,1.47815683163933,0.431289365519395,0.000424784293411977,0.00826508139478669
20,m1,1.51887233580222,0.513481092933588,0.000384808750640355,0.00059200322127739
20,m1,1.68294139980787,0.410416642314364,0.000530061352514371,0.00586683631918781
20,m1,1.649066322252,0.439489532836376,0.000474545265030548,0.00318388936327062
20,m1,1.46461887542536,0.470373258136457,0.000392554636918036,0.00162638250415065
20,m1,1.15904476678903,0.688011661387618,0.000512418899370897,0.00505064230789986
20,m1,1.56287618464215,0.53580586200602,0.000409940455108832,0.00967016838140695
20,m1,1.06661255441846,0.797706881652396,0.000627463711761534,0.0091206636626065
20,m1,1.35197773645946,0.600144323556238,0.000393821258259934,0.00874752339654306
20,m1,1.42498332403266,0.548664382842682,0.000374982036889452,0.00959903467069332
20,m1,1.5318401799343,0.45755437263157,0.000403337293495533,0.00174934809796239
20,m1,1.17518852304341,0.767883601364536,0.000553339714028814,0.00744664858021948
20,m1,1.67375651258779,0.423532938552978,0.000508862356600896,0.0108033759697576
20,m1,1.25845797216584,0.557578363498877,0.000446754374327268,0.00895022294097608
20,m1,1.34920696870718,0.681723229046291,0.000454169057992196,0.00838675215318296
20,m1,1.17742435449502,0.877892233157726,0.000770293713254813,0.00612610852098335
20,m1,1.45474191193034,0.459385275066603,0.000401994870802955,0.00220919741894161
20,m1,1.49779087818251,0.468305167403684,0.000392902196459943,0.0106182732089365
20,m1,0.941833681135487,0.833233765600612,0.00079892071626535,0.00497576195039893
20,m1,1.4843806515262,0.445906720616299,0.000409240655460455,0.00696805233018359
20,m1,1.57305263962332,0.492142882303975,0.000407187948215583,0.00750528744222162
20,m1,1.39839728240757,0.542695850703615,0.000377852325934091,0.00198933934512777
20,m1,0.933415692735005,0.992807094608858,0.00118981646251985,0.00999831551658261
20,m1,1.32992472937845,0.747004397181754,0.000551851918625198,0.00724908583514234
20,m1,1.46219618044787,0.485503854402771,0.000384460977159901,0.00713515926440086
20,m1,1.38426240676325,0.634573417260268,0.000411928909879252,0.0105827316973725
20,m1,1.38581174996948,0.541398046836776,0.000380689987767113,0.00320197885593169
20,m1,1.63965361079807,0.394035760576214,0.000508916368147916,0.000284353200766874
20,m1,1.20655522312506,0.723423256535709,0.000503481739705808,0.00141497747485305
20,m1,1.10701230482316,0.78919870171609,0.000596389622996905,0.0042550622046868
20,m1,1.33991094600565,0.592476189157167,0.000394636696889281,0.00130272950634057
20,m1,1.39046542056406,0.592870471185981,0.000386956209158554,0.00536139603322951
20,m1,1.18785531991895,0.639541669817016,0.00048609078235477,0.00935003008599328
20,m1,1.06676906842927,0.833132497093416,0.000660338343631641,0.00468903904834985
20,m1,1.50583036721161,0.408545383001777,0.000449796803052914,0.000572771344181207
20,m1,1.47049303713895,0.576443214394474,0.000388949927282877,0.00389407978033736
20,m1,1.41986529279982,0.599170580208875,0.000391409261191063,0.00457332139637442
20,m1,1.09106555033725,0.801092559886654,0.000614878768681152,0.00908886005978584
20,m1,1.62280230228422,0.407707977956266,0.000480725732049008,0.00156901317757457
20,m1,0.817489507839335,0.99809785581178,0.00153005603048415,0.000921154791046391
20,m1,1.63251037137705,0.46871026999965,0.000450013215627551,0.00812906299004949
20,m1,1.23881433014587,0.711858865277996,0.00048572423268829,0.000164337347615197
20,m1,1.47467242856165,0.592856947946682,0.000400855577860263,0.00872700687802929
20,m1,1.08168403905831,0.71796321693351,0.000590899302438322,0.0101875693524718
20,m1,1.6805973627483,0.407120698562629,0.000530729671071358,0.00761798352113929
20,m1,1.26067959070574,0.814791599816093,0.000662478256203748,0.00186571170859559
20,m1,1.74334945375075,0.51225814080842,0.000630839409704726,0.00434013755735141
20,m1,1.36191717346068,0.530142116817397,0.000391161909935694,0.00268009155896216
20,m1,1.7227493452999,0.394005664044279,0.000600288286995334,0.00418131246005681
20,m1,1.01976102380264,0.763636419482607,0.000667511970383255,0.00983337176042643
20,m1,0.961502160434609,0.787266660785054,0.000761262639105693,0.00457049143437924
20,m1,1.66287293831413,0.444431235488074,0.000485339207902773,0.00796663599954739
20,m1,1.47750147606166,0.445781532677124,0.000410078554303224,0.00268891173916958
20,m1,1.39783967663202,0.479752869945216,0.000403613695859718,0.00487147934022893
20,m1,1.24685740508572,0.540761601768584,0.000469791554774179,0.00583243937720706
20,m1,1.53265754253219,0.431256286949073,0.00042364609931226,0.00730832638308509
20,m1,1.12587482256481,0.749831666879796,0.000558207219603593,0.00785643738452452
20,m1,1.40055306212764,0.601440366215271,0.000390982241045228,0.00360437152408466
